molecule_chembl_id,canonical_smiles,standard_value,bio_class
CHEMBL3115183,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCNS(C)(=O)=O)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,8000.0,intermediate
CHEMBL3115182,CC(=O)NCC[C@H](NC(=O)N(C)Cc1csc(C(C)C)n1)C(=O)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,2000.0,intermediate
CHEMBL3115176,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCO)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,39.0,active
CHEMBL3115174,CC(C)c1nc(CN(C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,143.0,active
CHEMBL3115173,CC(C)c1nc(CN(C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,10.0,active
CHEMBL3115172,CC(C)c1nc(CN(C)C(=O)N[C@@H](COCc2ccccc2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,11800.0,inactive
CHEMBL3115170,O=C(N[C@H](CC[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)N(Cc1cncs1)C1CC1)Cc1ccccc1)OCc1cncs1,19300.0,inactive
CHEMBL3115169,CN(Cc1cncs1)C(=O)N[C@@H](CO)C(=O)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,4300.0,intermediate
CHEMBL3115168,CC(C)c1nc(CN(C(=O)N[C@@H](CO)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)C2CC2)cs1,1410.0,intermediate
CHEMBL3115167,CC(C)c1nc(CN(C)C(=O)N[C@@H](CO)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,50.0,active
CHEMBL3115165,CC(C)[C@H](NC(=O)N(C)Cc1cncs1)C(=O)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,386.0,active
CHEMBL3115164,CC(C)[C@H](NC(=O)N(Cc1cscn1)C1CC1)C(=O)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,3590.0,intermediate
CHEMBL3115163,CC(C)[C@H](NC(=O)N(C)Cc1cscn1)C(=O)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,242.0,active
CHEMBL3115162,Cc1nc(CN(C)C(=O)N[C@H](C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)C(C)C)cs1,35.0,active
CHEMBL3115161,CC(C)c1nc(CN(C(=O)N[C@H](C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)C(C)C)C2CC2)cs1,550.0,active
CHEMBL3126474,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)c6ccccc6C(=O)O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,800.0,active
CHEMBL3126453,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCCC(=O)O)[C@H](OC(=O)CCCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3900.0,intermediate
CHEMBL3126463,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCC(=O)O)[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5200.0,intermediate
CHEMBL3126462,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCC(=O)O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,15600.0,inactive
CHEMBL3126461,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)c6ccccc6C(=O)O)[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,1900.0,intermediate
CHEMBL3126460,CCCCCCCCCCCC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)OCc5ccccc5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1OC(=O)CCCCCCCCCCC,73000.0,inactive
CHEMBL3126457,CC(C)(CC(=O)O)CC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1OC(=O)CC(C)(C)CC(=O)O,27500.0,inactive
CHEMBL3126456,CC(C)(CC(=O)O)CC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1O,14300.0,inactive
CHEMBL3126455,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCCC(=O)O)[C@H](OC(=O)CCCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,1400.0,intermediate
CHEMBL3126454,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCCC(=O)O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3200.0,intermediate
CHEMBL3126468,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCC(=O)O)[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,1900.0,intermediate
CHEMBL3126467,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCC(=O)O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3500.0,intermediate
CHEMBL3126466,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)c6ccccc6C(=O)O)[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2300.0,intermediate
CHEMBL3126465,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)c6ccccc6C(=O)O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,14200.0,inactive
CHEMBL1797017,CCCC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1OC(=O)CCC,31200.0,inactive
CHEMBL318169,CC(C)(CC(=O)O)CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,700.0,active
CHEMBL320364,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,560.0,active
CHEMBL502586,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,310.0,active
CHEMBL201515,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,62700.0,inactive
CHEMBL3126478,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,400.0,active
CHEMBL486822,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,3400.0,intermediate
CHEMBL3263089,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3O[N+](=O)[O-])cc1,0.11,active
CHEMBL3263090,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3O)cc1,0.1,active
CHEMBL3263091,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC)cc1,0.05,active
CHEMBL3263092,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-])S(=O)(=O)c1ccc(N)cc1,0.12,active
CHEMBL3263093,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O)S(=O)(=O)c1ccc(N)cc1,0.43,active
CHEMBL3263094,CO[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1,0.36,active
CHEMBL591503,O=C([C@@H]1O[C@@H]2O[C@H]1C(=O)N(Cc1ccccc1)[C@H]2Cc1ccccc1)N1CCN(CCO)CC1,5600.0,intermediate
CHEMBL602523,C#CCNC(=O)[C@@H]1O[C@@H]2O[C@H]1C(=O)N(Cc1ccccc1)[C@H]2Cc1ccccc1,700.0,active
CHEMBL590529,CCCCNC(=O)[C@@H]1O[C@@H]2O[C@H]1C(=O)N(Cc1ccccc1)[C@H]2Cc1ccccc1,7500.0,intermediate
CHEMBL600779,O=C(NC1CCCCC1)[C@@H]1O[C@@H]2O[C@H]1C(=O)N(Cc1ccccc1)[C@H]2Cc1ccccc1,1900.0,intermediate
CHEMBL591948,CC(C)C[C@@H](CO)NC(=O)[C@@H]1O[C@H]2CN(Cc3ccccc3)C(=O)[C@@H]1O2,2600.0,intermediate
CHEMBL592182,C[C@@H](CO)NC(=O)[C@@H]1O[C@H]2CN(Cc3ccccc3)C(=O)[C@@H]1O2,1500.0,intermediate
CHEMBL3331342,CC(C)[C@H](NC(=O)COc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H]1O[C@H]1Cc1ccccc1,670.0,active
CHEMBL3400725,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(CO)cc1)CC(=O)N(C)C,290.0,active
CHEMBL3400724,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(CO)cc1)CC(=O)N1CCOCC1,73.0,active
CHEMBL3400723,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(CO)cc2)CC(=O)N(C)C)cc1,370.0,active
CHEMBL3400722,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(CO)cc2)CC(=O)N2CCOCC2)cc1,890.0,active
CHEMBL3400721,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(CO)cc1)CC(=O)N(C)C,150.0,active
CHEMBL3400720,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(CO)cc1)CC(=O)N1CCOCC1,1210.0,intermediate
CHEMBL3400719,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)CC(=O)N(C)C,1360.0,intermediate
CHEMBL3400718,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)CC(=O)N1CCOCC1,64.0,active
CHEMBL3400717,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(N)cc2)CC(=O)N(C)C)cc1,140.0,active
CHEMBL3400716,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(N)cc2)CC(=O)N2CCOCC2)cc1,1360.0,intermediate
CHEMBL3400715,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)CC(=O)N(C)C,590.0,active
CHEMBL3400714,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)CC(=O)N1CCOCC1,2730.0,intermediate
CHEMBL3400713,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)CC(=O)N(C)C,290.0,active
CHEMBL3400712,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)CC(=O)N1CCOCC1,73.0,active
CHEMBL3400711,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC(=O)N(C)C)cc1,210.0,active
CHEMBL3400710,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC(=O)N2CCOCC2)cc1,1020.0,intermediate
CHEMBL3400709,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)CC(=O)N(C)C,610.0,active
CHEMBL3400708,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)CC(=O)N1CCOCC1,6670.0,intermediate
CHEMBL3400707,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N(C)C)c2c(C)cccc2C)cc1,180.0,active
CHEMBL3400155,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N2CCOCC2)c2c(C)cccc2C)cc1,15.0,active
CHEMBL3400706,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)CC(=O)N(C)C)cc1,220.0,active
CHEMBL3400705,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)CC(=O)N2CCOCC2)cc1,290.0,active
CHEMBL3400704,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N(C)C)c2cccc(O)c2C)cc1,540.0,active
CHEMBL3400703,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N2CCOCC2)c2cccc(O)c2C)cc1,1380.0,intermediate
CHEMBL3400727,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N(C)C)c2cccc(O)c2C)cc1,5780.0,intermediate
CHEMBL3400730,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N2CCOCC2)c2c(C)cccc2C)cc1,8650.0,intermediate
CHEMBL3400733,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)CC(=O)N(C)C,7410.0,intermediate
CHEMBL3400734,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CN(CC(C)C)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC(=O)N2CCOCC2)cc1,19210.0,inactive
CHEMBL3400736,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)CC(=O)N1CCOCC1,5870.0,intermediate
CHEMBL3400737,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)CC(=O)N(C)C,5880.0,intermediate
CHEMBL3400738,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)CC(=O)N1CCOCC1,16070.0,inactive
CHEMBL3400739,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)CC(=O)N(C)C,5920.0,intermediate
CHEMBL3400740,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(N)cc2)CC(=O)N2CCOCC2)cc1,6810.0,intermediate
CHEMBL3400741,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(N)cc2)CC(=O)N(C)C)cc1,6960.0,intermediate
CHEMBL3400742,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)CC(=O)N1CCOCC1,2590.0,intermediate
CHEMBL3400743,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)CC(=O)N(C)C,490.0,active
CHEMBL3400744,Cc1c(O)cccc1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(CO)cc1)CC(=O)N1CCOCC1,6120.0,intermediate
CHEMBL3402098,COc1ccc(N(CC(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(CO)cc2)CC(=O)N(C)C)cc1,5340.0,intermediate
CHEMBL3402099,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(CO)cc1)CC(=O)N1CCOCC1,8940.0,intermediate
CHEMBL3402100,Cc1cccc(C)c1N(CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(CO)cc1)CC(=O)N(C)C,17300.0,inactive
CHEMBL3577575,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC(F)(F)[C@H]21)S(=O)(=O)c1ccc(N)cc1,1000.0,active
CHEMBL3577576,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OC[C@H](OC)[C@H]32)cc1,1000.0,active
CHEMBL3612421,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)OCc1ccccc1,62000.0,inactive
CHEMBL3800626,CCc1ccc2c(c1)/C(=C1/SC(=N)NC1=O)C(=O)N2,48000.0,inactive
CHEMBL3797258,CCc1cccc2c1NC(=O)/C2=C1\SC(=N)NC1=O,40000.0,inactive
CHEMBL3797729,Cc1ccc(/N=C2/NC(=O)/C(=C3/C(=O)Nc4ccccc43)S2)c(C)c1,39000.0,inactive
CHEMBL3800610,O=C1N/C(=N/c2cccc(O)c2)S/C1=C1\C(=O)Nc2ccccc21,27000.0,inactive
CHEMBL3780574,O=C1N=C(Nc2ccc(O)cc2)S/C1=C1\C(=O)Nc2ccccc21,14000.0,inactive
CHEMBL3799941,COc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](O)[C@H](Cc2ccccc2)n2cc(COC(=O)N[C@H]3Cc4ccccc4[C@H]3O)nn2)cc1,6.0,active
CHEMBL3799917,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)N=[N+]=[N-])cc1,4200.0,intermediate
CHEMBL3797292,COc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](O)[C@H](Cc2ccccc2)n2cc(CNC(=O)c3ccc(CNC(=O)OC(C)(C)C)cc3)nn2)cc1,13.0,active
CHEMBL3814142,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC1CCCC1,160.0,active
CHEMBL3828743,N[C@H](C(=O)Nc1cncc(F)c1CC[C@@H]1CN[C@H](COC(=O)NCC(F)(F)F)CO1)[C@@H](c1ccc(Cl)cc1)c1cc(F)cc(F)c1,0.8,active
CHEMBL3828417,N[C@H](C(=O)Nc1cncc(F)c1CC[C@@H]1CN[C@H](COC(=O)NCC(F)(F)F)CO1)[C@@H](c1ccc(F)cc1)c1cc(F)cc(F)c1,2.4,active
CHEMBL3828552,N[C@H](C(=O)Nc1cncc(F)c1CC[C@@H]1CN[C@H](COC(=O)NCC(F)(F)F)CO1)[C@@H](c1ccc(F)cc1)c1cccc(F)c1,2.4,active
CHEMBL3827319,N[C@H](C(=O)Nc1cccc(F)c1CC[C@@H]1CN[C@H](COC(=O)NCC(F)(F)F)CO1)[C@@H](c1ccc(F)cc1)c1cc(F)cc(F)c1,8.2,active
CHEMBL3827958,N[C@H](C(=O)Nc1cccc(F)c1CC[C@@H]1CN[C@H](COC(=O)NCC(F)(F)F)CO1)[C@@H](c1ccc(F)cc1)c1cccc(F)c1,6.4,active
CHEMBL3827975,N[C@H](C(=O)Nc1cncc(F)c1CC[C@@H]1CN[C@H](COC(=O)NCC(F)(F)F)CO1)C(c1ccccc1)c1ccccc1,9.9,active
CHEMBL3828678,COC(=O)N[C@H](C(=O)Nc1cncc(F)c1CC[C@@H]1CN[C@H](COC(=O)NCC(F)(F)F)CO1)C(c1ccccc1)c1ccccc1,3.5,active
CHEMBL3827960,COC(=O)N[C@H](C(=O)Nc1cnccc1CC[C@@H]1CN[C@H](COC(=O)NCC(F)(F)F)CO1)C(c1ccccc1)c1ccccc1,14.0,active
CHEMBL3828166,N[C@H](C(=O)Nc1cccc(F)c1CC[C@@H]1CN[C@H](COC(=O)NCC(F)(F)F)CO1)C(c1ccccc1)c1ccccc1,3.1,active
CHEMBL3827450,COC(=O)N[C@H](C(=O)Nc1cccc(F)c1CC[C@@H]1CN[C@H](COC(=O)NCC(F)(F)F)CO1)C(c1ccccc1)c1ccccc1,12.0,active
CHEMBL3827407,COC(=O)N[C@H](C(=O)Nc1ccccc1CC[C@@H]1CN[C@H](COC(N)=O)CO1)C(c1ccccc1)c1ccccc1,20.0,active
CHEMBL3828494,COC(=O)N[C@H](C(=O)Nc1ccccc1CC[C@@H]1CN[C@H](COC(=O)NCC(F)(F)F)CO1)C(c1ccccc1)c1ccccc1,27.0,active
CHEMBL3827668,COC(=O)N[C@H](C(=O)Nc1ccccc1CC[C@@H]1CN[C@H](COC(=O)NC(C)C)CO1)C(c1ccccc1)c1ccccc1,37.0,active
CHEMBL3828275,COC(=O)N[C@H](C(=O)Nc1ccccc1CC[C@@H]1CN[C@H](COC(=O)N[C@H]2CCc3ccccc32)CO1)C(c1ccccc1)c1ccccc1,3.5,active
CHEMBL3827348,COC(=O)N[C@H](C(=O)Nc1ccccc1CC[C@@H]1CN[C@H](COC(=O)N[C@@H]2CCc3ccccc32)CO1)C(c1ccccc1)c1ccccc1,9.7,active
CHEMBL3828119,COC(=O)N[C@H](C(=O)Nc1ccccc1CC[C@@H]1CN[C@H](COC(=O)NCc2ccc(Cl)s2)CO1)C(c1ccccc1)c1ccccc1,2.4,active
CHEMBL3827524,COC(=O)N[C@H](C(=O)Nc1ccccc1CC[C@@H]1CN[C@H](COC(=O)NCc2cccc(Cl)n2)CO1)C(c1ccccc1)c1ccccc1,3.4,active
CHEMBL3828355,COC(=O)N[C@H](C(=O)Nc1ccccc1CC[C@@H]1CN[C@H](COC(=O)NCc2ccc(F)cc2)CO1)C(c1ccccc1)c1ccccc1,4.1,active
CHEMBL3827205,COC(=O)N[C@H](C(=O)Nc1ccccc1CC[C@@H]1CN[C@H](COC(=O)NCc2ccccc2F)CO1)C(c1ccccc1)c1ccccc1,3.6,active
CHEMBL3827353,COC(=O)N[C@H](C(=O)Nc1ccccc1CC[C@@H]1CN[C@H](COC(=O)NCc2ccccc2)CO1)C(c1ccccc1)c1ccccc1,6.1,active
CHEMBL4126326,COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc2c(c1)OCO2)[C@@H]1CCOC1,6.0,active
CHEMBL4129621,COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)[C@@H]1CCOC1,22.8,active
CHEMBL4127669,COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1)[C@@H]1CCOC1,6.85,active
CHEMBL4128733,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN[C@@H]1CCOC1)S(=O)(=O)c1ccc2c(c1)OCO2,53.4,active
CHEMBL4128826,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN[C@@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,141.0,active
CHEMBL4127148,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN[C@@H]2CCOC2)cc1,16.0,active
CHEMBL4128389,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN([C@H]1CCOC1)S(C)(=O)=O)S(=O)(=O)c1ccc2c(c1)OCO2,22.9,active
CHEMBL4130138,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N(C)C)[C@H]1CCOC1)S(=O)(=O)c1ccc2c(c1)OCO2,56.9,active
